holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date,time,traffic_volume
None,281.69,0,0,90,Rain,light rain,11/28/2016,5:00:00 PM,5339
None,281.69,0,0,90,Mist,mist,11/28/2016,5:00:00 PM,5339
None,280.78,0,0,90,Mist,mist,11/28/2016,6:00:00 PM,3798
None,280.78,0,0,90,Rain,heavy intensity rain,11/28/2016,6:00:00 PM,3798
None,280.78,0,0,90,Drizzle,light intensity drizzle,11/28/2016,6:00:00 PM,3798
None,279.84,0,0,75,Rain,moderate rain,11/28/2016,7:00:00 PM,2563
None,278.95,0,0,75,Rain,light rain,11/28/2016,8:00:00 PM,2016
None,278.15,0,0,40,Clouds,scattered clouds,11/28/2016,9:00:00 PM,1811
None,276.88,0,0,1,Clear,sky is clear,11/28/2016,10:00:00 PM,1263
None,276.15,0,0,40,Mist,mist,11/28/2016,11:00:00 PM,826
None,276.35,0,0,90,Clouds,overcast clouds,11/29/2016,12:00:00 AM,464
None,275.95,0,0,90,Rain,moderate rain,11/29/2016,1:00:00 AM,323
None,275.95,0,0,90,Drizzle,drizzle,11/29/2016,1:00:00 AM,323
None,275.46,0,0,90,Rain,light rain,11/29/2016,2:00:00 AM,233
None,275.46,0,0,90,Drizzle,drizzle,11/29/2016,2:00:00 AM,233
None,275.46,0,0,90,Mist,mist,11/29/2016,2:00:00 AM,233
None,275.21,0,0,75,Mist,mist,11/29/2016,3:00:00 AM,326
None,275.21,0,0,75,Drizzle,light intensity drizzle,11/29/2016,3:00:00 AM,326
None,275.21,0,0,75,Rain,moderate rain,11/29/2016,3:00:00 AM,326
None,274.95,0,0,90,Drizzle,light intensity drizzle,11/29/2016,4:00:00 AM,868
None,274.95,0,0,90,Rain,light rain,11/29/2016,4:00:00 AM,868
None,275.02,0,0,90,Mist,mist,11/29/2016,5:00:00 AM,2706
None,275.02,0,0,90,Rain,light rain,11/29/2016,5:00:00 AM,2706
None,275.02,0,0,90,Snow,light snow,11/29/2016,5:00:00 AM,2706
None,274.88,0,0,90,Mist,mist,11/29/2016,6:00:00 AM,5552
None,274.88,0,0,90,Rain,moderate rain,11/29/2016,6:00:00 AM,5552
None,274.88,0,0,90,Drizzle,drizzle,11/29/2016,6:00:00 AM,5552
None,275.02,0,0,90,Mist,mist,11/29/2016,7:00:00 AM,6314
None,275.02,0,0,90,Rain,light rain,11/29/2016,7:00:00 AM,6314
None,274.95,0,0,90,Clouds,overcast clouds,11/29/2016,8:00:00 AM,5353
None,274.95,0,0,90,Clouds,overcast clouds,11/29/2016,9:00:00 AM,4877
None,274.95,0,0,90,Clouds,overcast clouds,11/29/2016,10:00:00 AM,4175
None,275.34,0,0,90,Clouds,overcast clouds,11/29/2016,11:00:00 AM,4297
None,275.82,0,0,90,Clouds,overcast clouds,11/29/2016,12:00:00 PM,4533
None,275.88,0,0,90,Clouds,overcast clouds,11/29/2016,1:00:00 PM,4418
None,275.95,0,0,90,Clouds,overcast clouds,11/29/2016,2:00:00 PM,4737
None,275.95,0,0,90,Clouds,overcast clouds,11/29/2016,3:00:00 PM,5359
None,275.84,0,0,90,Clouds,overcast clouds,11/29/2016,4:00:00 PM,6057
None,275.88,0,0,90,Drizzle,light intensity drizzle,11/29/2016,5:00:00 PM,5535
None,275.75,0,0,90,Drizzle,light intensity drizzle,11/29/2016,6:00:00 PM,4017
None,275.82,0,0,90,Drizzle,drizzle,11/29/2016,7:00:00 PM,2807
None,275.82,0,0,90,Rain,light rain,11/29/2016,7:00:00 PM,2807
None,275.82,0,0,90,Rain,light rain,11/29/2016,8:00:00 PM,2267
None,275.87,0,0,90,Rain,light rain,11/29/2016,9:00:00 PM,2211
None,275.87,0,0,90,Drizzle,light intensity drizzle,11/29/2016,9:00:00 PM,2211
None,275.52,0,0,90,Rain,moderate rain,11/29/2016,10:00:00 PM,1367
None,275.52,0,0,90,Drizzle,light intensity drizzle,11/29/2016,10:00:00 PM,1367
None,275.28,0,0,90,Drizzle,drizzle,11/29/2016,11:00:00 PM,804
None,275.28,0,0,90,Rain,moderate rain,11/29/2016,11:00:00 PM,804
None,275.02,0,0,90,Drizzle,drizzle,11/30/2016,12:00:00 AM,499
None,275.02,0,0,90,Rain,light rain,11/30/2016,12:00:00 AM,499
None,275.21,0,0,90,Drizzle,drizzle,11/30/2016,1:00:00 AM,352
None,275.21,0,0,90,Rain,light rain,11/30/2016,1:00:00 AM,352
None,275.21,0,0,90,Mist,mist,11/30/2016,1:00:00 AM,352
None,275.21,0,0,90,Snow,light snow,11/30/2016,1:00:00 AM,352
None,275.15,0,0,90,Drizzle,drizzle,11/30/2016,2:00:00 AM,274
None,275.15,0,0,90,Rain,moderate rain,11/30/2016,2:00:00 AM,274
None,275.15,0,0,90,Mist,mist,11/30/2016,2:00:00 AM,274
None,275.15,0,0,90,Snow,light snow,11/30/2016,2:00:00 AM,274
None,275.15,0,0,90,Rain,light rain,11/30/2016,3:00:00 AM,309
None,275.15,0,0,90,Mist,mist,11/30/2016,3:00:00 AM,309
None,275.15,0,0,90,Snow,light snow,11/30/2016,3:00:00 AM,309
None,274.82,0,0,90,Mist,mist,11/30/2016,4:00:00 AM,868
None,274.82,0,0,90,Rain,light rain,11/30/2016,4:00:00 AM,868
None,274.82,0,0,90,Snow,light snow,11/30/2016,4:00:00 AM,868
None,274.82,0,0,90,Rain,light rain,11/30/2016,5:00:00 AM,2661
None,274.82,0,0,90,Mist,mist,11/30/2016,5:00:00 AM,2661
None,274.82,0,0,90,Drizzle,light intensity drizzle,11/30/2016,5:00:00 AM,2661
None,274.82,0,0,90,Drizzle,light intensity drizzle,11/30/2016,6:00:00 AM,5425
None,274.82,0,0,90,Mist,mist,11/30/2016,6:00:00 AM,5425
None,274.82,0,0,90,Rain,light rain,11/30/2016,6:00:00 AM,5425
None,274.82,0,0,90,Snow,light snow,11/30/2016,6:00:00 AM,5425
None,274.82,0,0,90,Drizzle,light intensity drizzle,11/30/2016,7:00:00 AM,5610
None,274.82,0,0,90,Rain,light rain,11/30/2016,7:00:00 AM,5610
None,274.95,0,0,90,Drizzle,drizzle,11/30/2016,8:00:00 AM,5681
None,274.95,0,0,90,Rain,light rain,11/30/2016,8:00:00 AM,5681
None,274.95,0,0,90,Snow,light snow,11/30/2016,8:00:00 AM,5681
None,275.34,0,0,90,Rain,light rain,11/30/2016,9:00:00 AM,4853
None,275.34,0,0,90,Drizzle,drizzle,11/30/2016,9:00:00 AM,4853
None,275.52,0,0,90,Rain,moderate rain,11/30/2016,10:00:00 AM,4133
None,275.52,0,0,90,Mist,mist,11/30/2016,10:00:00 AM,4133
None,275.52,0,0,90,Drizzle,drizzle,11/30/2016,10:00:00 AM,4133
None,275.9,0,0,90,Rain,moderate rain,11/30/2016,11:00:00 AM,4241
None,275.9,0,0,90,Drizzle,drizzle,11/30/2016,11:00:00 AM,4241
None,275.9,0,0,90,Mist,mist,11/30/2016,11:00:00 AM,4241
None,276.4,0,0,90,Rain,moderate rain,11/30/2016,12:00:00 PM,4520
None,276.4,0,0,90,Drizzle,drizzle,11/30/2016,12:00:00 PM,4520
None,276.62,0,0,90,Drizzle,light intensity drizzle,11/30/2016,1:00:00 PM,4546
None,276.62,0,0,90,Rain,light rain,11/30/2016,1:00:00 PM,4546
None,276.48,0,0,90,Rain,moderate rain,11/30/2016,2:00:00 PM,4704
None,276.48,0,0,90,Drizzle,light intensity drizzle,11/30/2016,2:00:00 PM,4704
None,276.27,0,0,90,Rain,light rain,11/30/2016,3:00:00 PM,5283
None,276.27,0,0,90,Drizzle,drizzle,11/30/2016,3:00:00 PM,5283
None,275.96,0,0,90,Rain,light rain,11/30/2016,4:00:00 PM,5949
None,275.96,0,0,90,Drizzle,drizzle,11/30/2016,4:00:00 PM,5949
None,275.81,0,0,90,Drizzle,drizzle,11/30/2016,5:00:00 PM,5635
None,275.81,0,0,90,Rain,light rain,11/30/2016,5:00:00 PM,5635
None,275.82,0,0,90,Rain,moderate rain,11/30/2016,6:00:00 PM,4232
None,275.82,0,0,90,Drizzle,drizzle,11/30/2016,6:00:00 PM,4232
None,275.77,0,0,90,Rain,moderate rain,11/30/2016,7:00:00 PM,2980
None,275.77,0,0,90,Drizzle,drizzle,11/30/2016,7:00:00 PM,2980
None,275.59,0,0,90,Rain,light rain,11/30/2016,8:00:00 PM,2407
None,275.59,0,0,90,Drizzle,light intensity drizzle,11/30/2016,8:00:00 PM,2407
None,275.62,0,0,90,Drizzle,light intensity drizzle,11/30/2016,9:00:00 PM,2227
None,275.62,0,0,90,Rain,moderate rain,11/30/2016,9:00:00 PM,2227
None,275.68,0,0,90,Rain,light rain,11/30/2016,10:00:00 PM,1476
None,275.68,0,0,90,Drizzle,light intensity drizzle,11/30/2016,10:00:00 PM,1476
None,275.62,0,0,90,Rain,moderate rain,11/30/2016,11:00:00 PM,971
None,275.62,0,0,90,Drizzle,drizzle,11/30/2016,11:00:00 PM,971
None,275.62,0,0,90,Snow,light snow,11/30/2016,11:00:00 PM,971
None,275.4,0,0,90,Drizzle,drizzle,12/1/2016,12:00:00 AM,555
None,275.4,0,0,90,Rain,light rain,12/1/2016,12:00:00 AM,555
None,275.28,0,0,90,Rain,moderate rain,12/1/2016,1:00:00 AM,319
None,275.28,0,0,90,Drizzle,drizzle,12/1/2016,1:00:00 AM,319
None,275.03,0,0,90,Rain,light rain,12/1/2016,2:00:00 AM,257
None,275.03,0,0,90,Drizzle,drizzle,12/1/2016,2:00:00 AM,257
None,274.88,0,0,90,Mist,mist,12/1/2016,3:00:00 AM,344
None,274.84,0,0,90,Clouds,overcast clouds,12/1/2016,4:00:00 AM,852
None,274.84,0,0,90,Rain,light rain,12/1/2016,5:00:00 AM,2693
None,274.84,0,0,90,Drizzle,light intensity drizzle,12/1/2016,5:00:00 AM,2693
None,274.84,0,0,90,Clouds,overcast clouds,12/1/2016,6:00:00 AM,5603
None,274.71,0,0,90,Clouds,overcast clouds,12/1/2016,7:00:00 AM,6364
None,274.84,0,0,90,Mist,mist,12/1/2016,8:00:00 AM,5492
None,275.29,0,0,90,Clouds,overcast clouds,12/1/2016,9:00:00 AM,4882
None,275.34,0,0,90,Clouds,overcast clouds,12/1/2016,10:00:00 AM,4381
None,275.79,0,0,90,Rain,light rain,12/1/2016,11:00:00 AM,4477
None,275.78,0,0,90,Rain,light rain,12/1/2016,12:00:00 PM,4743
None,275.95,0,0,90,Clouds,overcast clouds,12/1/2016,1:00:00 PM,4762
None,276.02,0,0,90,Snow,light snow,12/1/2016,2:00:00 PM,5083
None,276.02,0,0,90,Drizzle,light intensity drizzle,12/1/2016,2:00:00 PM,5083
None,275.88,0,0,90,Drizzle,light intensity drizzle,12/1/2016,3:00:00 PM,5823
None,275.75,0,0,90,Clouds,overcast clouds,12/1/2016,4:00:00 PM,6484
None,275.42,0,0,90,Clouds,overcast clouds,12/1/2016,5:00:00 PM,6109
None,275.15,0,0,90,Snow,light snow,12/1/2016,6:00:00 PM,4331
None,274.9,0,0,90,Clouds,overcast clouds,12/1/2016,7:00:00 PM,2943
None,274.65,0,0,90,Clouds,overcast clouds,12/1/2016,8:00:00 PM,2419
None,273.96,0,0,90,Clouds,overcast clouds,12/1/2016,9:00:00 PM,2783
None,273.9,0,0,90,Clouds,overcast clouds,12/1/2016,10:00:00 PM,1845
None,273.52,0,0,90,Clouds,overcast clouds,12/1/2016,11:00:00 PM,1091
None,273.35,0,0,90,Clouds,overcast clouds,12/2/2016,12:00:00 AM,689
None,273.09,0,0,90,Clouds,overcast clouds,12/2/2016,1:00:00 AM,405
None,273.09,0,0,90,Clouds,overcast clouds,12/2/2016,2:00:00 AM,321
None,272.55,0,0,90,Clouds,overcast clouds,12/2/2016,3:00:00 AM,384
None,272.55,0,0,90,Clouds,overcast clouds,12/2/2016,4:00:00 AM,780
None,272.68,0,0,90,Clouds,overcast clouds,12/2/2016,5:00:00 AM,2438
None,272.55,0,0,90,Clouds,overcast clouds,12/2/2016,6:00:00 AM,5358
None,272.55,0,0,90,Clouds,overcast clouds,12/2/2016,7:00:00 AM,6181
None,272.62,0,0,90,Clouds,overcast clouds,12/2/2016,8:00:00 AM,5660
None,272.88,0,0,90,Clouds,overcast clouds,12/2/2016,9:00:00 AM,5119
None,273.09,0,0,90,Clouds,overcast clouds,12/2/2016,11:00:00 AM,5050
None,273.34,0,0,90,Clouds,overcast clouds,12/2/2016,11:00:00 AM,5050
None,273.34,0,0,90,Clouds,overcast clouds,12/2/2016,12:00:00 PM,5548
None,273.34,0,0,90,Clouds,overcast clouds,12/2/2016,1:00:00 PM,5518
None,273.34,0,0,90,Clouds,overcast clouds,12/2/2016,2:00:00 PM,5608
None,273.35,0,0,90,Clouds,overcast clouds,12/2/2016,3:00:00 PM,6020
None,273.03,0,0,90,Clouds,overcast clouds,12/2/2016,4:00:00 PM,6594
None,272.72,0,0,90,Clouds,overcast clouds,12/2/2016,5:00:00 PM,6199
None,272.79,0,0,90,Clouds,overcast clouds,12/2/2016,6:00:00 PM,4893
None,272.46,0,0,90,Clouds,overcast clouds,12/2/2016,7:00:00 PM,3916
None,272.28,0,0,90,Clouds,overcast clouds,12/2/2016,8:00:00 PM,3172
None,272.35,0,0,90,Haze,haze,12/2/2016,9:00:00 PM,3294
None,272.21,0,0,90,Snow,light snow,12/2/2016,10:00:00 PM,2541
None,272.21,0,0,90,Clouds,overcast clouds,12/2/2016,11:00:00 PM,1853
None,272.03,0,0,90,Clouds,overcast clouds,12/3/2016,12:00:00 AM,1208
None,271.88,0,0,90,Clouds,overcast clouds,12/3/2016,1:00:00 AM,708
None,271.78,0,0,90,Snow,light snow,12/3/2016,2:00:00 AM,538
None,271.9,0,0,90,Clouds,overcast clouds,12/3/2016,3:00:00 AM,402
None,271.82,0,0,90,Clouds,overcast clouds,12/3/2016,4:00:00 AM,408
None,271.68,0,0,90,Clouds,overcast clouds,12/3/2016,5:00:00 AM,641
None,271.62,0,0,90,Clouds,overcast clouds,12/3/2016,6:00:00 AM,1244
None,271.62,0,0,90,Snow,light snow,12/3/2016,7:00:00 AM,1954
None,271.55,0,0,90,Snow,light snow,12/3/2016,8:00:00 AM,3002
None,271.62,0,0,90,Snow,light snow,12/3/2016,9:00:00 AM,3716
None,271.62,0,0,90,Mist,mist,12/3/2016,9:00:00 AM,3716
None,271.68,0,0,90,Snow,light snow,12/3/2016,10:00:00 AM,4166
None,272.09,0,0,90,Clouds,overcast clouds,12/3/2016,11:00:00 AM,4726
None,272.42,0,0,40,Clouds,scattered clouds,12/3/2016,12:00:00 PM,5017
None,272.72,0,0,40,Clouds,scattered clouds,12/3/2016,1:00:00 PM,5518
None,273.21,0,0,1,Clear,sky is clear,12/3/2016,2:00:00 PM,5175
None,273.21,0,0,40,Clouds,scattered clouds,12/3/2016,3:00:00 PM,5121
None,273.02,0,0,40,Clouds,scattered clouds,12/3/2016,4:00:00 PM,4963
None,272.59,0,0,90,Clouds,overcast clouds,12/3/2016,5:00:00 PM,5347
None,272.4,0,0,90,Clouds,overcast clouds,12/3/2016,6:00:00 PM,4412
None,272.58,0,0,90,Clouds,overcast clouds,12/3/2016,7:00:00 PM,3423
None,272.59,0,0,90,Clouds,overcast clouds,12/3/2016,8:00:00 PM,2828
None,272.65,0,0,90,Clouds,overcast clouds,12/3/2016,9:00:00 PM,3341
None,272.96,0,0,90,Snow,light snow,12/3/2016,10:00:00 PM,2573
None,273.02,0,0,90,Snow,light snow,12/3/2016,11:00:00 PM,1930
None,272.46,0,0,90,Snow,light snow,12/4/2016,1:00:00 AM,731
None,272.46,0,0,90,Mist,mist,12/4/2016,1:00:00 AM,731
None,272.59,0,0,90,Snow,light snow,12/4/2016,2:00:00 AM,491
None,272.59,0,0,90,Mist,mist,12/4/2016,2:00:00 AM,491
None,272.62,0,0,90,Snow,light snow,12/4/2016,3:00:00 AM,296
None,272.62,0,0,90,Mist,mist,12/4/2016,3:00:00 AM,296
None,273.09,0,0,90,Snow,light snow,12/4/2016,4:00:00 AM,336
None,273.09,0,0,90,Mist,mist,12/4/2016,4:00:00 AM,336
None,273.15,0,0,75,Snow,light snow,12/4/2016,5:00:00 AM,388
None,273.15,0,0,75,Mist,mist,12/4/2016,5:00:00 AM,388
None,273.21,0,0,90,Snow,light snow,12/4/2016,6:00:00 AM,739
None,273.21,0,0,90,Mist,mist,12/4/2016,6:00:00 AM,739
None,273.4,0,0,90,Snow,light snow,12/4/2016,7:00:00 AM,1057
None,273.4,0,0,90,Mist,mist,12/4/2016,7:00:00 AM,1057
None,273.75,0,0,90,Mist,mist,12/4/2016,9:00:00 AM,2334
None,273.75,0,0,90,Snow,light snow,12/4/2016,9:00:00 AM,2334
None,273.77,0,0,90,Mist,mist,12/4/2016,9:00:00 AM,2334
None,273.77,0,0,90,Snow,light snow,12/4/2016,9:00:00 AM,2334
None,274.15,0,0,90,Mist,mist,12/4/2016,11:00:00 AM,3520
None,274.55,0,0,90,Mist,mist,12/4/2016,12:00:00 PM,3960
None,274.75,0,0,90,Mist,mist,12/4/2016,1:00:00 PM,4291
None,274.88,0,0,90,Mist,mist,12/4/2016,1:00:00 PM,4291
None,275.02,0,0,90,Mist,mist,12/4/2016,2:00:00 PM,4147
None,275.28,0,0,90,Drizzle,light intensity drizzle,12/4/2016,3:00:00 PM,4502
None,275.28,0,0,90,Rain,light rain,12/4/2016,3:00:00 PM,4502
None,275.28,0,0,90,Mist,mist,12/4/2016,3:00:00 PM,4502
None,275.15,0,0,90,Rain,moderate rain,12/4/2016,4:00:00 PM,4242
None,275.15,0,0,90,Drizzle,light intensity drizzle,12/4/2016,4:00:00 PM,4242
None,275.21,0,0,90,Mist,mist,12/4/2016,5:00:00 PM,4034
None,275.21,0,0,90,Drizzle,light intensity drizzle,12/4/2016,5:00:00 PM,4034
None,275.09,0,0,90,Rain,light rain,12/4/2016,6:00:00 PM,3158
None,275.09,0,0,90,Mist,mist,12/4/2016,6:00:00 PM,3158
None,275.09,0,0,90,Snow,light snow,12/4/2016,6:00:00 PM,3158
None,275.21,0,0,90,Rain,light rain,12/4/2016,7:00:00 PM,3125
None,275.34,0,0,90,Clouds,overcast clouds,12/4/2016,8:00:00 PM,2234
None,274.84,0,0,90,Clouds,overcast clouds,12/4/2016,9:00:00 PM,1952
None,274.84,0,0,90,Clouds,overcast clouds,12/4/2016,10:00:00 PM,1351
None,274.55,0,0,40,Clouds,scattered clouds,12/4/2016,11:00:00 PM,884
None,273.88,0,0,1,Clear,sky is clear,12/5/2016,12:00:00 AM,518
None,273.42,0,0,1,Clear,sky is clear,12/5/2016,1:00:00 AM,318
None,272.15,0,0,1,Mist,mist,12/5/2016,2:00:00 AM,261
None,271.95,0,0,1,Mist,mist,12/5/2016,3:00:00 AM,304
None,271.42,0,0,1,Mist,mist,12/5/2016,4:00:00 AM,798
None,271.42,0,0,1,Fog,fog,12/5/2016,4:00:00 AM,798
None,270.14,0,0,1,Mist,mist,12/5/2016,5:00:00 AM,2663
None,270.14,0,0,1,Fog,fog,12/5/2016,5:00:00 AM,2663
None,270.51,0,0,1,Mist,mist,12/5/2016,6:00:00 AM,5573
None,270.51,0,0,1,Fog,fog,12/5/2016,6:00:00 AM,5573
None,271.07,0,0,1,Mist,mist,12/5/2016,7:00:00 AM,6077
None,271.07,0,0,1,Fog,fog,12/5/2016,7:00:00 AM,6077
None,271.35,0,0,1,Mist,mist,12/5/2016,8:00:00 AM,5957
None,271.35,0,0,1,Fog,fog,12/5/2016,8:00:00 AM,5957
None,272.79,0,0,75,Mist,mist,12/5/2016,9:00:00 AM,5018
None,273.79,0,0,90,Mist,mist,12/5/2016,10:00:00 AM,4621
None,274.68,0,0,90,Mist,mist,12/5/2016,11:00:00 AM,4522
None,275.59,0,0,90,Clouds,overcast clouds,12/5/2016,1:00:00 PM,4722
None,275.84,0,0,90,Rain,light rain,12/5/2016,2:00:00 PM,5052
None,275.84,0,0,90,Drizzle,light intensity drizzle,12/5/2016,2:00:00 PM,5052
None,276.21,0,0,90,Rain,light rain,12/5/2016,3:00:00 PM,5586
None,276.35,0,0,90,Clouds,overcast clouds,12/5/2016,4:00:00 PM,6338
None,276.48,0,0,75,Clouds,broken clouds,12/5/2016,4:00:00 PM,6338
None,276.42,0,0,90,Clouds,overcast clouds,12/5/2016,5:00:00 PM,5955
None,276.22,0,0,90,Rain,light rain,12/5/2016,6:00:00 PM,4323
None,276.28,0,0,90,Rain,light rain,12/5/2016,7:00:00 PM,3142
None,276.02,0,0,40,Drizzle,light intensity drizzle,12/5/2016,8:00:00 PM,2540
None,276.33,0,0,75,Drizzle,light intensity drizzle,12/5/2016,9:00:00 PM,2122
None,276.58,0,0,90,Clouds,overcast clouds,12/5/2016,10:00:00 PM,1859
None,276.4,0,0,90,Clouds,overcast clouds,12/5/2016,11:00:00 PM,2345
None,276.41,0,0,90,Clouds,overcast clouds,12/6/2016,12:00:00 AM,597
None,275.22,0,0,90,Drizzle,light intensity drizzle,12/6/2016,1:00:00 AM,427
None,273.97,0,0,90,Mist,mist,12/6/2016,2:00:00 AM,284
None,273.75,0,0,90,Clouds,overcast clouds,12/6/2016,3:00:00 AM,370
None,273.02,0,0,90,Clouds,overcast clouds,12/6/2016,4:00:00 AM,890
None,271.34,0,0,90,Clouds,overcast clouds,12/6/2016,5:00:00 AM,2774
None,270.35,0,0,90,Snow,light snow,12/6/2016,6:00:00 AM,5840
None,268.97,0,0,90,Clouds,overcast clouds,12/6/2016,7:00:00 AM,6558
None,267.9,0,0,90,Snow,light snow,12/6/2016,9:00:00 AM,5179
None,267.62,0,0,64,Snow,light snow,12/6/2016,11:00:00 AM,4666
None,267.62,0,0,75,Snow,light snow,12/6/2016,12:00:00 PM,4725
None,267.88,0,0,90,Snow,light snow,12/6/2016,1:00:00 PM,4722
None,268.61,0,0,80,Snow,light snow,12/6/2016,2:00:00 PM,5062
None,268.34,0,0,90,Snow,light snow,12/6/2016,2:00:00 PM,5062
None,268.62,0,0,80,Snow,light snow,12/6/2016,3:00:00 PM,5819
None,268.4,0,0,90,Snow,light snow,12/6/2016,4:00:00 PM,6612
None,267.96,0,0,90,Snow,light snow,12/6/2016,5:00:00 PM,6232
None,267.89,0,0,90,Snow,light snow,12/6/2016,6:00:00 PM,4520
None,267.89,0,0,90,Snow,light snow,12/6/2016,6:00:00 PM,4520
None,267.6,0,0,90,Snow,light snow,12/6/2016,7:00:00 PM,3069
None,267.6,0,0,90,Snow,light snow,12/6/2016,8:00:00 PM,2560
None,266.42,0,0,90,Snow,light snow,12/6/2016,9:00:00 PM,2304
None,266.35,0,0,90,Snow,light snow,12/6/2016,10:00:00 PM,1757
None,266.22,0,0,90,Snow,light snow,12/6/2016,11:00:00 PM,2196
None,266.08,0,0,90,Snow,light snow,12/7/2016,12:00:00 AM,597
None,266.02,0,0,90,Snow,light snow,12/7/2016,1:00:00 AM,388
None,265.69,0,0,75,Snow,light snow,12/7/2016,2:00:00 AM,273
None,265.35,0,0,75,Snow,light snow,12/7/2016,3:00:00 AM,365
None,264.95,0,0,90,Snow,light snow,12/7/2016,5:00:00 AM,2753
None,265.22,0,0,90,Snow,light snow,12/7/2016,7:00:00 AM,5551
None,265.22,0,0,76,Snow,light snow,12/7/2016,7:00:00 AM,5551
None,265.15,0,0,90,Snow,light snow,12/7/2016,8:00:00 AM,6210
None,264.84,0,0,90,Snow,light snow,12/7/2016,9:00:00 AM,5170
None,265.28,0,0,90,Snow,light snow,12/7/2016,10:00:00 AM,4633
None,265.62,0,0,40,Snow,light snow,12/7/2016,10:00:00 AM,4633
None,266.15,0,0,75,Snow,light snow,12/7/2016,11:00:00 AM,4680
None,266.46,0,0,90,Snow,light snow,12/7/2016,1:00:00 PM,4956
None,266.46,0,0,90,Haze,haze,12/7/2016,1:00:00 PM,4956
None,266.42,0,0,90,Snow,light snow,12/7/2016,2:00:00 PM,5318
None,266.58,0,0,90,Snow,light snow,12/7/2016,3:00:00 PM,5758
None,266.58,0,0,90,Haze,haze,12/7/2016,3:00:00 PM,5758
None,266.03,0,0,75,Snow,light snow,12/7/2016,4:00:00 PM,6404
None,265.75,0,0,90,Snow,light snow,12/7/2016,5:00:00 PM,6143
None,265.96,0,0,90,Snow,light snow,12/7/2016,5:00:00 PM,6143
None,265.34,0,0,40,Snow,light snow,12/7/2016,6:00:00 PM,4447
None,264.89,0,0,90,Snow,light snow,12/7/2016,7:00:00 PM,3276
None,264.75,0,0,90,Snow,light snow,12/7/2016,8:00:00 PM,2743
None,264.75,0,0,90,Snow,light snow,12/7/2016,9:00:00 PM,2510
None,264.68,0,0,90,Snow,light snow,12/7/2016,10:00:00 PM,1555
None,264.62,0,0,90,Snow,light snow,12/7/2016,11:00:00 PM,1020
None,264.62,0,0,90,Snow,light snow,12/8/2016,12:00:00 AM,691
None,264.62,0,0,90,Snow,light snow,12/8/2016,1:00:00 AM,420
None,264.61,0,0,90,Snow,light snow,12/8/2016,2:00:00 AM,429
None,264.93,0,0,90,Snow,light snow,12/8/2016,3:00:00 AM,493
None,264.93,0,0,90,Haze,haze,12/8/2016,3:00:00 AM,493
None,265.21,0,0,90,Snow,light snow,12/8/2016,4:00:00 AM,1015
None,265.21,0,0,90,Mist,mist,12/8/2016,4:00:00 AM,1015
None,265.21,0,0,90,Haze,haze,12/8/2016,4:00:00 AM,1015
None,265.48,0,0,75,Snow,light snow,12/8/2016,5:00:00 AM,2835
None,265.62,0,0,1,Snow,light snow,12/8/2016,6:00:00 AM,5530
None,265.88,0,0,1,Mist,mist,12/8/2016,7:00:00 AM,6117
None,265.88,0,0,1,Snow,light snow,12/8/2016,7:00:00 AM,6117
None,266.08,0,0,40,Snow,light snow,12/8/2016,8:00:00 AM,5934
None,266.4,0,0,40,Snow,light snow,12/8/2016,9:00:00 AM,5276
None,267.52,0,0,75,Snow,light snow,12/8/2016,10:00:00 AM,4697
None,268.35,0,0,90,Snow,light snow,12/8/2016,11:00:00 AM,4751
None,268.65,0,0,90,Snow,light snow,12/8/2016,12:00:00 PM,4819
None,268.94,0,0,90,Snow,light snow,12/8/2016,1:00:00 PM,4984
None,268.88,0,0,90,Snow,light snow,12/8/2016,2:00:00 PM,5171
None,268.49,0,0,90,Snow,light snow,12/8/2016,3:00:00 PM,5759
None,268.02,0,0,90,Snow,light snow,12/8/2016,4:00:00 PM,6632
None,267.65,0,0,90,Snow,light snow,12/8/2016,5:00:00 PM,6070
None,267.4,0,0,90,Snow,light snow,12/8/2016,6:00:00 PM,4492
None,267.15,0,0,90,Snow,light snow,12/8/2016,7:00:00 PM,3362
None,266.95,0,0,90,Snow,light snow,12/8/2016,8:00:00 PM,2804
None,266.22,0,0,40,Snow,light snow,12/8/2016,9:00:00 PM,2547
None,265.65,0,0,40,Snow,light snow,12/8/2016,10:00:00 PM,2000
None,265.47,0,0,90,Snow,light snow,12/8/2016,11:00:00 PM,1147
None,264.97,0,0,90,Snow,light snow,12/9/2016,12:00:00 AM,652
None,264.28,0,0,90,Snow,light snow,12/9/2016,1:00:00 AM,382
None,263.71,0,0,90,Snow,light snow,12/9/2016,2:00:00 AM,322
None,263.34,0,0,90,Snow,light snow,12/9/2016,3:00:00 AM,388
None,263.21,0,0,90,Clouds,overcast clouds,12/9/2016,4:00:00 AM,826
None,263.55,0,0,90,Clouds,overcast clouds,12/9/2016,5:00:00 AM,2553
None,263.28,0,0,90,Snow,light snow,12/9/2016,6:00:00 AM,5525
None,263.09,0,0,90,Snow,light snow,12/9/2016,7:00:00 AM,6234
None,262.75,0,0,1,Snow,light snow,12/9/2016,8:00:00 AM,5529
None,262.27,0,0,1,Snow,light snow,12/9/2016,9:00:00 AM,5083
None,262.27,0,0,1,Mist,mist,12/9/2016,9:00:00 AM,5083
None,262.97,0,0,40,Snow,light snow,12/9/2016,10:00:00 AM,4589
